#{"t_start": 1626800804.228393, "env_id": "fertilization-v0"}
r,l,t
-2052.40399,30,959.096796
-1879.296445,30,960.058869
-2165.323484,30,961.01212
-1963.185396,30,961.964712
-1646.842813,30,962.92319
-1692.551183,30,963.869704
-2577.652527,30,964.815171
-1872.105619,30,965.757708
-2036.050101,30,966.70188
-1984.758887,30,967.64155
-1865.603918,30,968.580059
-2629.345608,30,969.5357
-2596.241841,30,970.486188
-2374.350045,30,971.440188
-2356.977954,30,972.385709
-2458.900471,30,973.337825
-2209.851484,30,974.293464
-2085.006135,30,975.250312
-2498.362926,30,976.199979
-2445.214379,30,977.166918
-2354.440764,30,978.113126
-2589.251879,30,979.071438
-1968.343899,30,980.020198
-2218.702807,30,980.963467
-1938.105422,30,981.909928
-2330.943662,30,982.857655
-1766.006478,30,983.80272
-2207.460782,30,984.755346
-1876.423566,30,986.079115
-1463.66276,30,987.035461
-2094.961548,30,987.984314
-1354.758887,30,988.933638
-1774.293895,30,989.88316
-1688.362926,30,990.824223
-2492.091657,30,991.771778
-1798.273176,30,992.71689
-1200.562533,30,993.661407
-2445.575546,30,994.609107
-2010.538358,30,995.566103
-1837.470424,30,996.511517
-2255.521966,30,997.451591
-2273.759279,30,998.391474
-1815.006135,30,999.33314
-2541.623308,30,1000.276131
-1846.423566,30,1001.236098
-2175.111795,30,1002.188483
-2368.162946,30,1003.136973
-1805.323484,30,1004.074715
-1976.998912,30,1005.031534
-1668.102334,30,1005.979106
-2142.551183,30,1006.922255
-2087.407221,30,1007.860736
-2156.006478,30,1008.801755
-2221.035297,30,1009.743717
-2436.708774,30,1010.689362
-2585.521966,30,1011.632919
-2162.567091,30,1012.578607
-2376.719908,30,1013.527867
-1422.551183,30,1014.494583
-1852.50132,30,1015.454658
-1958.716126,30,1016.415784
-2338.273176,30,1017.365815
-2152.504198,30,1018.688807
-1109.219075,30,1019.647795
-1883.66276,30,1020.589218
-1675.140855,30,1021.534405
-1971.471814,30,1022.475354
-1938.105422,30,1023.421024
-2155.170514,30,1024.36907
-2289.596892,30,1025.321921
-2541.494182,30,1026.275851
-2109.867949,30,1027.231673
-1927.391289,30,1028.186291
-2400.0,30,1029.13354
-1868.383835,30,1030.087705
-1871.162645,30,1031.03036
-2587.391289,30,1031.982821
-2461.566985,30,1032.930806
-2022.811425,30,1033.880785
-1870.545137,30,1034.825502
-1998.177313,30,1035.77113
-2193.469164,30,1036.726444
-2634.573008,30,1037.676084
-2350.545137,30,1038.62917
-2124.146163,30,1039.580687
-1466.842813,30,1040.517662
-2434.700012,30,1041.466117
-1907.695729,30,1042.41041
-2198.433686,30,1043.354431
-1182.551183,30,1044.302228
-1125.006135,30,1045.249989
-2254.023501,30,1046.195507
-1985.603918,30,1047.152766
-2577.124547,30,1048.104231
-2196.541668,30,1049.048572
-2020.755589,30,1049.993961
-2248.273176,30,1051.315714
-2017.470424,30,1052.284477
-1882.470593,30,1053.239137
-1928.433686,30,1054.198618
-1810.635192,30,1055.153517
-1792.470593,30,1056.132878
-1381.566985,30,1057.093357
-2388.800166,30,1058.054684
-2249.219075,30,1059.011623
-2186.844882,30,1059.971691
-1767.775853,30,1060.932233
-2271.623308,30,1061.883836
-2127.052545,30,1062.834532
-2610.0,30,1063.830097
-2111.179392,30,1064.775035
-2239.431349,30,1065.728714
-1947.110038,30,1066.692125
-2320.430865,30,1067.648434
-2140.545137,30,1068.605731
-2195.771067,30,1069.560184
-1528.162946,30,1070.513285
-2544.183097,30,1071.466512
-2162.567091,30,1072.420434
-2225.342196,30,1073.379848
-2172.40399,30,1074.338912
-2200.906234,30,1075.298404
-2006.006478,30,1076.247837
-2526.719908,30,1077.197144
-2450.943662,30,1078.144825
-2532.452015,30,1079.094942
-2569.431349,30,1080.052912
-2382.105619,30,1081.0121
-2066.006478,30,1081.960831
-2171.162645,30,1082.913041
-1450.379496,30,1084.231763
-2097.762676,30,1085.184758
-2168.362926,30,1086.142737
-2135.84857,30,1087.101248
-1722.551183,30,1088.057961
-1571.162645,30,1089.018298
-1857.762676,30,1089.966407
-1736.006478,30,1090.93628
-1773.856579,30,1091.898246
-2093.759279,30,1092.850779
-1951.080633,30,1093.80191
-2707.470424,30,1094.753879
-1893.856579,30,1095.700481
-2522.006391,30,1096.652663
-1888.273176,30,1097.599945
-2284.700012,30,1098.555166
-2145.111795,30,1099.508822
-2156.998912,30,1100.462407
-1694.440764,30,1101.412269
-1693.185396,30,1102.36314
-2084.777931,30,1103.30936
-2019.05529,30,1104.262659
-2067.110038,30,1105.218988
-2329.526613,30,1106.167987
-2595.955184,30,1107.124179
-2010.432499,30,1108.078432
-1434.919635,30,1109.031213
-2054.84915,30,1109.984717
-2214.573008,30,1110.944674
-1946.291433,30,1111.913313
-2154.929642,30,1112.876645
-1903.16002,30,1113.828432
-2747.695729,30,1114.780859
-1487.384539,30,1115.736717
-2419.431349,30,1117.052408
-2274.448761,30,1117.997468
-1885.700439,30,1118.948369
-1733.759279,30,1119.895237
-1974.929458,30,1120.846566
-1740.0,30,1121.797579
-2010.432499,30,1122.755476
-2330.658803,30,1123.707377
-1457.985158,30,1124.664311
-2724.448761,30,1125.617137
-2026.210474,30,1126.570415
-2211.471814,30,1127.523528
-2245.909862,30,1128.472956
-2415.955184,30,1129.425113
-1309.453861,30,1130.374797
-1940.289951,30,1131.32058
-1496.842813,30,1132.26968
-1917.110038,30,1133.226296
-2403.535362,30,1134.187199
-2070.0,30,1135.143643
-1629.05529,30,1136.094195
-2586.545244,30,1137.054495
-1820.410602,30,1138.01162
-1536.719908,30,1138.977052
-2425.896322,30,1139.923768
-2596.543956,30,1140.874026
-2251.035297,30,1141.826153
-1664.84915,30,1142.787251
-2129.675957,30,1143.744978
-1835.07854,30,1144.705025
-1923.469164,30,1145.655555
-1388.952963,30,1146.60151
-2603.690233,30,1147.546709
-2149.526613,30,1148.489073
-1958.433686,30,1149.805882
-1324.700012,30,1150.759608
-1680.546971,30,1151.718909
-1609.783121,30,1152.677228
-1537.440109,30,1153.631227
-2301.494182,30,1154.582613
-2383.534146,30,1155.536948
-1721.000302,30,1156.493386
-2142.927371,30,1157.445365
-2299.451723,30,1158.411507
-1759.453861,30,1159.379611
-2446.977954,30,1160.338368
-1398.102334,30,1161.291894
-1731.920168,30,1162.246331
-1973.759279,30,1163.199897
-1789.783121,30,1164.154515
-1831.401007,30,1165.121194
-1892.006391,30,1166.081453
-2224.997371,30,1167.035524
-1787.85261,30,1167.991088
-1947.320436,30,1168.950929
-2554.732262,30,1169.906669
-2001.471814,30,1170.862706
-1758.177313,30,1171.816185
-2233.837079,30,1172.767079
-2223.856579,30,1173.726194
-2585.84857,30,1174.677016
-2259.765031,30,1175.619967
-2130.0,30,1176.569531
-2171.793184,30,1177.519015
-2110.262734,30,1178.467692
-2403.856579,30,1179.416129
-2611.468469,30,1180.369518
-1807.278577,30,1181.320268
-1622.006391,30,1182.637902
-2098.162946,30,1183.58757
-1940.943662,30,1184.532192
-2165.84857,30,1185.477854
-2074.700012,30,1186.421124
-3092.567091,30,1187.36928
-1842.551183,30,1188.319028
-2048.383835,30,1189.261417
-2741.179392,30,1190.207383
-2662.50132,30,1191.151066
-2791.754684,30,1192.100986
-2350.635192,30,1193.054991
-2730.0,30,1194.00511
-2129.219075,30,1194.956039
-2237.460782,30,1195.897157
-1842.811425,30,1196.84317
-2320.635192,30,1197.785793
-2011.468469,30,1198.744038
-2310.0,30,1199.695452
-2443.837079,30,1200.655848
-1966.423566,30,1201.60937
-2107.278577,30,1202.556728
-1230.538358,30,1203.507555
-2449.345608,30,1204.451623
-1809.867949,30,1205.397813
-2061.096615,30,1206.3478
-2366.316483,30,1207.303048
-2490.0,30,1208.271077
-1764.448761,30,1209.227607
-2019.085441,30,1210.175069
-1556.213436,30,1211.132047
-1786.977954,30,1212.087569
-2100.432499,30,1213.039282
-2320.051157,30,1213.992759
-2183.535478,30,1215.31392
-1928.433686,30,1216.275372
-1585.241474,30,1217.225778
-2195.603918,30,1218.178667
-1687.876693,30,1219.133752
-2115.214379,30,1220.087509
-1556.006478,30,1221.042817
-2438.362926,30,1222.001087
-1838.952963,30,1222.963495
-2433.222989,30,1223.9238
-1940.572239,30,1224.879022
-2064.961548,30,1225.830624
-2395.284906,30,1226.77779
-1984.997371,30,1227.727345
-1190.410602,30,1228.674661
-1619.87964,30,1229.628136
-2020.262734,30,1230.580259
-1822.50132,30,1231.533047
-1895.521966,30,1232.480005
-1972.50132,30,1233.443806
-2328.105422,30,1234.394202
-1975.700439,30,1235.34749
-2220.0,30,1236.295734
-2644.293895,30,1237.24534
-2479.783121,30,1238.201141
-1920.0,30,1239.157695
-2249.87964,30,1240.11078
-1886.006478,30,1241.068895
-1967.648793,30,1242.022876
-1747.876693,30,1242.971362
-1877.460782,30,1243.923321
-2469.867949,30,1244.886801
-1895.603918,30,1245.832994
-2476.543956,30,1246.785239
-2200.906234,30,1247.735537
-1609.851484,30,1249.057833
-2169.251879,30,1250.011719
-2147.184101,30,1250.970446
-2046.719908,30,1251.923842
-2444.777931,30,1252.877217
-1889.219075,30,1253.834439
-1584.146163,30,1254.785165
-1507.278577,30,1255.730465
-1793.584284,30,1256.693419
-2246.006478,30,1257.658083
-1837.391289,30,1258.624522
-1672.612754,30,1259.583261
-2385.111795,30,1260.53563
-2121.096615,30,1261.486509
-1732.50132,30,1262.442003
-1991.707777,30,1263.397344
-2083.837079,30,1264.351172
-2267.173278,30,1265.300647
-2041.080633,30,1266.248865
-2137.391289,30,1267.201075
-2276.050101,30,1268.158254
-2754.929458,30,1269.115656
-1915.641728,30,1270.076065
-1806.541668,30,1271.025367
-1734.919635,30,1271.966852
-1330.379496,30,1272.908849
-1839.251879,30,1273.849424
-2189.87964,30,1274.790894
-2113.837079,30,1275.737286
-2023.78546,30,1276.68504
-1759.526613,30,1277.630402
-1927.470424,30,1278.582679
-1981.566985,30,1279.532564
-1952.179001,30,1280.48026
-2143.78546,30,1281.794196
-2778.239016,30,1282.74314
-2237.695729,30,1283.694426
-1685.771067,30,1284.65902
-2329.345608,30,1285.631036
-1781.707777,30,1286.596699
-1590.538358,30,1287.55566
-2057.648793,30,1288.506902
-1737.49344,30,1289.464131
-1732.612754,30,1290.416867
-1638.177313,30,1291.366846
-2044.023501,30,1292.321755
-2153.535478,30,1293.277559
-2528.433686,30,1294.230823
-1625.771067,30,1295.187829
-1785.006135,30,1296.147289
-1248.102334,30,1297.100469
-1886.213436,30,1298.066004
-1947.320436,30,1299.025503
-1832.006391,30,1299.987031
-1674.929458,30,1300.966152
-1746.545244,30,1301.92587
-1954.5612,30,1302.87431
-2506.503408,30,1303.834255
-2309.87964,30,1304.783958
-2595.214379,30,1305.741773
-2431.754684,30,1306.691618
-1843.534146,30,1307.64716
-1680.432499,30,1308.59593
-1834.023501,30,1309.547878
-1738.217572,30,1310.508796
-1738.900471,30,1311.463164
-2298.166039,30,1312.41617
-2074.01876,30,1313.363435
-1924.758887,30,1314.681059
-2006.998912,30,1315.648907
-2307.804472,30,1316.60019
-2367.052545,30,1317.556143
-1788.800166,30,1318.500483
-1655.771067,30,1319.448505
-1962.927371,30,1320.394962
-2023.837079,30,1321.337572
-1891.468469,30,1322.283557
-1730.943662,30,1323.235468
-2442.452015,30,1324.187016
-2191.536979,30,1325.132015
-2064.929458,30,1326.078097
-2047.470424,30,1327.020681
-1779.05529,30,1327.967263
-1602.064077,30,1328.910264
-1374.146163,30,1329.856148
-2255.07854,30,1330.80041
-1793.690233,30,1331.75061
-1262.006391,30,1332.691472
-1772.179001,30,1333.636575
-1818.44793,30,1334.579951
-2430.0,30,1335.523785
-1908.343899,30,1336.468966
-1795.896322,30,1337.415305
-2061.494182,30,1338.360348
-2169.867949,30,1339.311462
-1610.658803,30,1340.264597
-1733.597708,30,1341.223127
-1572.927371,30,1342.183198
-2184.183097,30,1343.134761
-2080.635192,30,1344.084672
-2040.538358,30,1345.034928
-2248.702807,30,1345.982005
-1607.384539,30,1347.315269
-1639.453861,30,1348.263922
-2244.929458,30,1349.236019
-1867.801863,30,1350.195285
-2370.0,30,1351.156758
-2419.431349,30,1352.116572
-1780.379496,30,1353.065559
-1730.658803,30,1354.015976
-2179.296445,30,1354.965035
-1765.909862,30,1355.914011
-2621.179392,30,1356.877472
-1917.762676,30,1357.829053
-1898.232848,30,1358.777329
-1308.105422,30,1359.728295
-1700.943662,30,1360.674972
-1355.771067,30,1361.627099
-1839.251879,30,1362.577896
-2020.051157,30,1363.527429
-2739.765031,30,1364.474229
-2071.754684,30,1365.432113
-1618.900471,30,1366.38472
-1875.111795,30,1367.329295
-1865.07854,30,1368.272488
-1969.453861,30,1369.215376
-2164.01876,30,1370.159166
-2016.101507,30,1371.108927
-1646.842813,30,1372.049002
-1735.909862,30,1372.996024
-2450.319308,30,1373.937471
-2469.251879,30,1374.880695
-2213.690233,30,1375.829491
-1439.87964,30,1376.774567
-1611.623308,30,1377.778854
-1950.0,30,1378.730275
-1662.551183,30,1380.051211
-2473.534146,30,1380.996011
-2187.762676,30,1381.951206
-1890.0,30,1382.898804
-1160.943662,30,1383.851286
-1484.27478,30,1384.803264
-1998.239016,30,1385.756109
-1980.0,30,1386.704323
-2075.342196,30,1387.647452
-2097.804472,30,1388.602317
-1735.677104,30,1389.548784
-1878.800166,30,1390.492182
-2449.451723,30,1391.439427
-1370.658803,30,1392.387176
-2310.0,30,1393.340595
-1908.102334,30,1394.290086
-2174.440764,30,1395.238297
-2261.000302,30,1396.196368
-1940.319308,30,1397.142404
-1928.383835,30,1398.08905
-1736.213436,30,1399.039165
-1916.006478,30,1399.988854
-2027.460782,30,1400.93321
-1640.319308,30,1401.881051
-1760.658803,30,1402.827812
-2560.755589,30,1403.778108
-1824.183097,30,1404.729112
-2041.536979,30,1405.678961
-1631.793184,30,1406.628336
-2050.755589,30,1407.5707
-1759.851484,30,1408.527631
-1795.241474,30,1409.48351
-2396.213436,30,1410.434093
-2195.521966,30,1411.387358
-1434.929642,30,1412.705623
-2342.938437,30,1413.646434
-1837.278577,30,1414.599358
-2015.323484,30,1415.547891
-1855.700439,30,1416.506571
-2530.906234,30,1417.454093
-2013.180988,30,1418.403311
-2250.0,30,1419.358729
-1992.811425,30,1420.3103
-2277.110038,30,1421.254899
-2161.468469,30,1422.207942
-2313.180988,30,1423.155464
-1589.439123,30,1424.109554
-1993.837079,30,1425.05687
-1510.635192,30,1426.009508
-2735.553577,30,1426.956552
-2093.584284,30,1427.913569
-1833.856579,30,1428.867182
-2128.264697,30,1429.808943
-1623.535362,30,1430.754179
-1771.468469,30,1431.697879
-1924.350045,30,1432.638568
-1949.675957,30,1433.581207
-2250.0,30,1434.529218
-2071.754684,30,1435.473141
-1937.985158,30,1436.422621
-2252.920727,30,1437.361255
-2057.85261,30,1438.302814
-2297.173278,30,1439.24275
-2126.013893,30,1440.184603
-1761.494182,30,1441.125711
-1491.096615,30,1442.066916
-1646.291433,30,1443.001334
-1931.179392,30,1443.956693
-2569.451723,30,1445.244802
-1898.433445,30,1446.19816
-1533.720177,30,1447.150033
-2904.448761,30,1448.101257
-1277.384539,30,1449.050806
-1740.562533,30,1450.008636
-2155.909862,30,1450.955432
-2118.800166,30,1451.911312
-1579.296445,30,1452.86014
-2348.433445,30,1453.799099
-1962.296037,30,1454.738001
-1643.759279,30,1455.684307
-1800.0,30,1456.629737
-1920.546971,30,1457.578311
-1822.50132,30,1458.529075
-2749.451723,30,1459.503976
-1530.432499,30,1460.455171
-2325.575546,30,1461.417
-1967.407221,30,1462.365213
-2191.566985,30,1463.317003
-1336.241841,30,1464.277858
-936.101507,30,1465.234917
-2035.677104,30,1466.184027
-1372.470593,30,1467.144224
-2144.84915,30,1468.105048
-2239.453861,30,1469.066147
-1668.343899,30,1470.029052
-2275.641728,30,1470.985441
-1480.906234,30,1471.943385
-2159.87964,30,1472.896843
-2484.448761,30,1473.856223
-977.407221,30,1474.819736
-1807.801863,30,1475.788904
-2456.844882,30,1476.74121
-1852.470593,30,1477.696701
-1855.170514,30,1479.009794
-1817.173278,30,1479.967831
-2050.635192,30,1480.92521
-1597.391289,30,1481.881297
-1737.652527,30,1482.841421
-2311.566985,30,1483.785839
-1869.765031,30,1484.734479
-1927.440109,30,1485.685506
-1716.545244,30,1486.64154
-2164.758887,30,1487.601434
-2198.433445,30,1488.552958
-1380.871143,30,1489.501265
-1697.648793,30,1490.45513
-1673.759279,30,1491.413163
-1989.085441,30,1492.366028
-1939.451723,30,1493.316423
-1360.379496,30,1494.26565
-1977.124547,30,1495.212036
-2006.050101,30,1496.167566
-2162.567091,30,1497.114301
-1359.596892,30,1498.063613
-2506.241841,30,1499.024028
-1568.716126,30,1499.993888
-2408.383835,30,1500.960004
-1489.296445,30,1501.907979
-1787.85261,30,1502.867936
-1568.362926,30,1503.822971
-1675.140855,30,1504.784096
-1624.700012,30,1505.742997
-1212.064077,30,1506.697374
-2036.213436,30,1507.653882
-1699.887478,30,1508.603076
-2109.085441,30,1509.551521
-2635.284906,30,1510.504483
-1573.78546,30,1511.81568
-2190.562533,30,1512.762536
-1798.217572,30,1513.714124
-1887.652527,30,1514.657662
-1731.096615,30,1515.608311
-2185.700439,30,1516.554276
-1492.612754,30,1517.507512
-1452.551183,30,1518.459974
-1788.343899,30,1519.408134
-2552.091657,30,1520.368183
-1784.27478,30,1521.329535
-2074.01876,30,1522.285337
-768.105422,30,1523.246045
-1048.900471,30,1524.204216
-1178.952963,30,1525.16485
-1202.920727,30,1526.124324
-1933.16002,30,1527.086314
-2349.596892,30,1528.04146
-1607.384539,30,1528.986305
-2370.0,30,1529.932506
-2179.818154,30,1530.876039
-2317.440109,30,1531.81831
-1807.876693,30,1532.757751
-2214.146163,30,1533.698832
-2011.401007,30,1534.637951
-2403.856579,30,1535.579996
-2134.023501,30,1536.53355
-1854.035478,30,1537.4738
-1702.50132,30,1538.421379
-2131.468469,30,1539.367791
-2064.929458,30,1540.314242
-1917.712533,30,1541.255735
-2191.536979,30,1542.198972
-1833.856579,30,1543.141074
-1860.0,30,1544.461375
-1104.929642,30,1545.418447
-1911.623308,30,1546.373209
-1974.919635,30,1547.326997
-2441.179392,30,1548.276427
-1941.471814,30,1549.219953
-1966.503408,30,1550.170486
-2099.87964,30,1551.133034
-1810.262734,30,1552.088873
-2427.652527,30,1553.047547
-2493.222989,30,1553.99707
-2100.0,30,1554.964218
-2163.222989,30,1555.916976
-1344.035478,30,1556.863108
-2209.783121,30,1557.814079
-1407.712533,30,1558.762531
-1670.319308,30,1559.718835
-1437.357052,30,1560.669033
-1482.551183,30,1561.619956
-1355.771067,30,1562.569838
-2045.603918,30,1563.519956
-1774.758887,30,1564.474169
-2043.180988,30,1565.425363
-1830.0,30,1566.378052
-2880.0,30,1567.328422
-1182.064077,30,1568.289681
-1950.0,30,1569.254503
-2244.961548,30,1570.210287
-1831.080633,30,1571.166286
-1834.293895,30,1572.119435
-2342.938437,30,1573.066638
-1563.856579,30,1574.019715
-1757.85261,30,1574.969322
-1917.320436,30,1575.926971
-1489.453861,30,1577.246374
-2045.342196,30,1578.195477
-2180.658803,30,1579.140161
-1658.232848,30,1580.094379
-2153.584284,30,1581.038676
-2541.494182,30,1581.986436
-1857.652527,30,1582.932411
-1984.293895,30,1583.87958
-2260.051157,30,1584.830419
-1329.05529,30,1585.785745
-2019.765031,30,1586.752434
-1445.156813,30,1587.707553
-2269.431349,30,1588.66215
-1878.177313,30,1589.615287
-1139.439123,30,1590.569571
-2083.16002,30,1591.522894
-1423.78546,30,1592.468039
-2124.919635,30,1593.413007
-1119.930844,30,1594.359661
-1779.085441,30,1595.300179
-1767.357052,30,1596.245188
-1318.162946,30,1597.193848
-1752.927371,30,1598.142099
-2123.690233,30,1599.090174
-1547.384539,30,1600.03756
-1989.251879,30,1600.990237
-1828.702807,30,1601.949453
-1752.105619,30,1602.909412
-2285.603918,30,1603.861696
-1434.961548,30,1604.809431
-1395.006135,30,1605.756922
-1398.102334,30,1606.707952
-1928.952963,30,1607.655422
-2072.006391,30,1608.60662
